世帯構成,3世代世帯数,65歳以上のみ_単独世帯数,3世代世帯割合（%）(3世代世帯数/総世帯数),65歳以上のみ_単独世帯割合（%）(65歳以上のみ_単独世帯数/総世帯数)
高梁市成羽町成羽_2545,6,9,7.692307692,11.53846154
高梁市成羽町成羽_2551,7,7,22.58064516,22.58064516
高梁市成羽町成羽_2552,0,2,0,40
高梁市成羽町成羽_2555,7,4,21.21212121,12.12121212
高梁市成羽町成羽_2557,4,1,22.22222222,5.555555556
高梁市成羽町成羽_2559,4,2,22.22222222,11.11111111
高梁市成羽町成羽_2571,1,0,16.66666667,0
高梁市成羽町成羽_2576,6,2,21.42857143,7.142857143
高梁市成羽町成羽_2579,3,4,13.63636364,18.18181818
高梁市成羽町成羽_2593,9,12,13.43283582,17.91044776
高梁市成羽町成羽_2594,0,1,0,20
高梁市成羽町成羽_2595,1,1,16.66666667,16.66666667
高梁市成羽町成羽_2596,1,1,7.142857143,7.142857143
高梁市成羽町成羽_2602,1,1,33.33333333,33.33333333
高梁市成羽町成羽_2603,0,1,0,100
高梁市成羽町星原_2628,4,12,7.01754386,21.05263158
高梁市成羽町星原_2637,2,8,4.761904762,19.04761905
高梁市成羽町星原_2640,3,5,18.75,31.25
高梁市成羽町相坂_2407,0,2,0,28.57142857
高梁市成羽町中野_2126,2,0,16.66666667,0
高梁市成羽町中野_2144,0,1,0,25
高梁市成羽町中野_2183,2,2,16.66666667,16.66666667
高梁市成羽町中野_2185,1,2,11.11111111,22.22222222
高梁市成羽町中野_2229,0,3,0,27.27272727
高梁市成羽町長地_2344,6,7,23.07692308,26.92307692
高梁市成羽町長地_2394,1,3,6.25,18.75
高梁市成羽町布寄_2287,3,3,16.66666667,16.66666667
高梁市成羽町布寄_2294,1,2,14.28571429,28.57142857
高梁市成羽町布寄_2327,0,2,0,22.22222222
高梁市成羽町布寄_2337,3,3,17.64705882,17.64705882
高梁市成羽町布寄_2384,0,2,0,40
高梁市正宗町４_2531,1,0,16.66666667,0
高梁市石火矢町_2420,11,47,4.977375566,21.26696833
高梁市川上町下大竹下刈，志田_2828,5,2,21.73913043,8.695652174
高梁市川上町下大竹大井大久保_2829,3,3,15.78947368,15.78947368
高梁市川上町下大竹野呂，野田恵迫_2785,9,4,20.93023256,9.302325581
高梁市川上町高山市芋原_2751,0,1,0,20
高梁市川上町高山市上市，中町_2783,1,5,4.545454545,22.72727273
高梁市川上町高山上組上，上組中，上組下_2774,2,9,7.692307692,34.61538462
高梁市川上町高山西円丸，東円丸，須志_2714,4,6,19.04761905,28.57142857
高梁市川上町高山谷尻_2737,0,3,0,33.33333333
高梁市川上町高山日向，陰地_2827,1,1,33.33333333,33.33333333
高梁市川上町高山日名峠，角屋_2792,2,5,18.18181818,45.45454545
高梁市川上町高山美牛，柳田，折谷_2803,3,5,23.07692308,38.46153846
高梁市川上町三沢大見谷上，大見谷下，笹の_2929,2,2,18.18181818,18.18181818
高梁市川上町三沢池田，槇原，野田_2902,6,4,19.35483871,12.90322581
高梁市川上町三沢日出谷上，日出谷下，八頭_2798,3,1,10.71428571,3.571428571
高梁市川上町七地加根谷，天王_2707,5,6,20,24
高梁市川上町七地管野，西_2708,6,8,31.57894737,42.10526316
高梁市川上町七地北，東_2684,4,2,20,10
高梁市川上町七地牧谷，谷条_2731,2,3,15.38461538,23.07692308
高梁市川上町上大竹下谷_2880,0,1,0,33.33333333
高梁市川上町上大竹神野西，神野東_2865,1,2,4.347826087,8.695652174
高梁市川上町上大竹正寺，小広_2906,3,6,11.11111111,22.22222222
高梁市川上町上大竹本谷，相坪_2877,3,3,17.64705882,17.64705882
高梁市川上町仁賀佐屋西，佐屋東_3027,2,3,13.33333333,20
高梁市川上町仁賀小谷ケ市，音藤，松原_2878,4,4,12.5,12.5
高梁市川上町仁賀上房，高岳_3020,5,7,21.73913043,30.43478261
高梁市川上町仁賀大谷，大岩_2935,2,1,18.18181818,9.090909091
高梁市川上町仁賀中筋，安成_2939,0,2,0,18.18181818
高梁市川上町仁賀白藤，光安_2947,3,3,23.07692308,23.07692308
高梁市川上町仁賀鈴木，麦の草_3028,4,5,20,25
高梁市川上町大原_2758,1,1,25,25
高梁市川上町地頭栄町，中之町_2838,3,8,7.142857143,19.04761905
高梁市川上町地頭恵美須，本町_2849,3,5,10.34482759,17.24137931
高梁市川上町地頭古敷，只尾，南_2871,1,5,4.545454545,22.72727273
高梁市川上町地頭国吉，高田_2811,7,10,14.58333333,20.83333333
高梁市川上町地頭住吉，元町_2817,1,2,10,20
高梁市川上町地頭新町，西谷，八十石_2780,9,5,18.36734694,10.20408163
高梁市川上町地頭名原，名原住宅，地頭住宅_2812,1,10,1.298701299,12.98701299
高梁市川上町領家一の谷，吉木_2655,10,5,40,20
高梁市川上町領家上，八幡，古川_2767,2,3,6.666666667,10
高梁市川上町領家乗元上，乗元下，久門住宅_2717,7,5,20.58823529,14.70588235
高梁市川上町領家尾頃，西川合，東町_2692,8,4,20,10
高梁市川上町領家本荘，朝日，領家住宅_2816,1,3,5,15
高梁市川上町臘数_2711,6,4,28.57142857,19.04761905
高梁市川端町_2403,1,1,50,50
高梁市川面町駅前，西屋_2148,11,6,21.56862745,11.76470588
高梁市川面町押野上，押野下_2094,4,3,20,15
高梁市川面町家地，大仁子_2099,3,3,23.07692308,23.07692308
高梁市川面町鴨谷，名越_2083,3,3,25,25
高梁市川面町久賀，屋敷_2098,13,4,30.23255814,9.302325581
高梁市川面町古川_2102,9,2,32.14285714,7.142857143
高梁市川面町市場４，５_2156,12,11,17.39130435,15.94202899
高梁市川面町市場北，１，２，３_2157,6,6,19.35483871,19.35483871
高梁市川面町大倉，中田，丸岩，桐山_2031,10,9,26.31578947,23.68421053
高梁市川面町八石，友行，高尾田_2030,8,6,28.57142857,21.42857143
高梁市川面町平田，中山，井才，辻前_2058,8,5,23.52941176,14.70588235
高梁市川面町鳴戸，津和谷_2169,2,4,20,40
高梁市川面町野瀬広瀬_2067,2,2,28.57142857,28.57142857
高梁市大工町_2470,0,1,0,20
高梁市鍛冶町１，紺屋町_2461,0,2,0,25
高梁市段町_2610,12,11,9.022556391,8.270676692
高梁市中井町西方花木西，花木中_1878,4,6,14.81481481,22.22222222
高梁市中井町西方佐内，西本，庄屋谷_1873,2,3,13.33333333,20
高梁市中井町西方市場，西_1860,5,8,12.82051282,20.51282051
高梁市中井町西方柴倉前，柴倉後_1937,5,4,22.72727273,18.18181818
高梁市中井町西方上野上，上野下_1795,5,3,18.51851852,11.11111111
高梁市中井町西方蔵ケ市，西迫，井戸_1914,5,6,14.70588235,17.64705882
高梁市中井町西方大松，入江_1977,2,5,9.523809524,23.80952381
高梁市中井町西方大草，丑手_1974,1,0,33.33333333,0
高梁市中井町西方鍛冶屋町，新市_1894,10,6,18.86792453,11.32075472
高梁市中井町津々山際_1696,3,5,13.04347826,21.73913043
高梁市中井町津々入野，横内_1690,5,4,27.77777778,22.22222222
高梁市中井町津々畑，津々羅_1802,3,2,18.75,12.5
高梁市中井町津々本村後_1790,7,7,20.58823529,20.58823529
高梁市中井町津々本村前，追田_1850,4,0,22.22222222,0
高梁市中原町_2563,12,19,5.381165919,8.520179372
高梁市津川町今津駅前１，２_2276,5,1,16.66666667,3.333333333
高梁市津川町今津駅前３，４_2267,6,3,19.35483871,9.677419355
高梁市津川町今津今津下_2220,11,4,20.37037037,7.407407407
高梁市津川町今津今津上_2211,3,5,15.78947368,26.31578947
高梁市津川町今津今津中_2244,11,3,26.82926829,7.317073171
高梁市津川町今津佐与谷_2259,0,0,0,0
高梁市津川町今津辻巻_2308,4,4,11.11111111,11.11111111
高梁市津川町今津幡見，池田，地久_2263,3,7,7.317073171,17.07317073
高梁市津川町八川花田，木の山_2118,5,5,17.85714286,17.85714286
高梁市津川町八川久原，堂屋敷_2155,12,1,35.29411765,2.941176471
高梁市津川町八川実相寺上，実相寺下_2072,1,1,6.666666667,6.666666667
高梁市津川町八川出口，小才藤_2223,3,10,8.571428571,28.57142857
高梁市津川町八川駿河_2240,2,4,10.52631579,21.05263158
高梁市津川町八川渡瀬，中曽_2163,4,0,40,0
高梁市津川町八川和井元，高下迫_2120,8,4,29.62962963,14.81481481
高梁市内山下_2404,1,2,4.761904762,9.523809524
高梁市内山下_2417,1,3,8.333333333,25
高梁市内山下１_2376,4,7,9.302325581,16.27906977
高梁市内山下２，３，４_2378,5,12,6.172839506,14.81481481
高梁市南町５_2547,1,3,5.555555556,16.66666667
高梁市南町６_2549,5,5,7.8125,7.8125
高梁市備中町志藤用瀬_2514,4,2,36.36363636,18.18181818
高梁市備中町西山吉家，高山_2015,2,0,13.33333333,0
高梁市備中町西山大蔵，畑谷，畑崎_2026,1,3,4.347826087,13.04347826
高梁市備中町西山目尾，奈良熊_2152,1,1,20,20
高梁市備中町西山六日，二五砂_2045,2,7,7.407407407,25.92592593
高梁市備中町西油野下谷，本郷_2170,3,7,10.34482759,24.13793103
高梁市備中町西油野指田，奥郷_2121,1,2,11.11111111,22.22222222
高梁市備中町西油野正信，高岩_2049,0,2,0,28.57142857
高梁市備中町西油野芳谷佐原目_2178,0,1,0,33.33333333
高梁市備中町西油野北方_2093,0,0,0,0
高梁市備中町長屋向長屋_2489,3,6,14.28571429,28.57142857
高梁市備中町長屋市場，長屋住宅_2542,6,5,12,10
高梁市備中町東油野上原上，金石郷_2116,4,4,17.39130435,17.39130435
高梁市備中町東油野森迫，笹野，入野_2218,4,5,12.5,15.625
高梁市備中町東油野田原上，上原下_2180,5,7,25,35
高梁市備中町東油野田原中，田原下_2269,5,8,10.41666667,16.66666667
高梁市備中町布賀下長谷，中長谷_2431,0,2,0,18.18181818
高梁市備中町布賀向，郷_2612,5,4,20.83333333,16.66666667
高梁市備中町布賀黒鳥，数之瀬，黒鳥住宅_2455,5,9,12.82051282,23.07692308
高梁市備中町布賀上長谷_2548,0,3,0,37.5
高梁市備中町布賀前谷_2663,4,5,28.57142857,35.71428571
高梁市備中町布賀大地_2696,0,0,0,0
高梁市備中町布賀北迫，大原_2502,3,14,8.823529412,41.17647059
高梁市備中町布瀬丸山，下布瀬，小那田_2565,4,0,25,0
高梁市備中町布瀬上布瀬，日名_2653,5,5,35.71428571,35.71428571
高梁市備中町布瀬中布瀬，陰地，八幡_2588,7,5,12.96296296,9.259259259
高梁市備中町平川井川，二又瀬，角子惣田_2339,1,7,4.347826087,30.43478261
高梁市備中町平川下郷_2372,3,12,6.52173913,26.08695652
高梁市備中町平川小林，天王臼谷，大原田間_2414,0,7,0,30.43478261
高梁市備中町平川前北，後北_2264,3,8,15.78947368,42.10526316
高梁市備中町平川竹之倉，後谷，木之村_2572,1,5,10,50
高梁市備中町平川中郷，上郷_2332,3,10,12.5,41.66666667
高梁市備中町平川津々羅，越山，東西安田_2620,3,13,10,43.33333333
高梁市備中町平川平弟子，小迫通槇，金野_2441,1,4,9.090909091,36.36363636
高梁市備中町平川堀井，小戸森，阿部浦_2297,0,1,0,25
高梁市備中町平川名木，坪野乙原_2206,2,2,22.22222222,22.22222222
高梁市浜町_2529,10,25,4.385964912,10.96491228
高梁市片原町_2421,1,3,7.142857143,21.42857143
高梁市有漢町上有漢下金倉_1810,3,2,25,16.66666667
高梁市有漢町上有漢垣元_1868,1,6,3.703703704,22.22222222
高梁市有漢町上有漢垣上_1816,1,3,11.11111111,33.33333333
高梁市有漢町上有漢神明_1741,5,2,35.71428571,14.28571429
高梁市有漢町上有漢西組_1800,3,7,12.5,29.16666667
高梁市有漢町上有漢石寺_1809,1,1,33.33333333,33.33333333
高梁市有漢町上有漢川関下_1733,4,3,14.28571429,10.71428571
高梁市有漢町上有漢川関上_1732,5,3,15.625,9.375
高梁市有漢町上有漢大宗_1870,5,4,31.25,25
高梁市有漢町上有漢大石_1871,4,5,15.38461538,19.23076923
高梁市有漢町上有漢大谷_1773,3,8,12.5,33.33333333
高梁市有漢町上有漢中組_1754,2,4,8.333333333,16.66666667
高梁市有漢町上有漢中尾_1855,0,2,0,66.66666667
高梁市有漢町有漢安元_1900,0,1,0,10
高梁市有漢町有漢羽場_1928,2,0,20,0
高梁市有漢町有漢下横見，緑丘_1890,4,4,6.060606061,6.060606061
高梁市有漢町有漢下市_1938,5,6,11.11111111,13.33333333
高梁市有漢町有漢畦地_1884,8,11,17.39130435,23.91304348
高梁市有漢町有漢元重_1936,1,3,9.090909091,27.27272727
高梁市有漢町有漢古市_1933,4,2,19.04761905,9.523809524
高梁市有漢町有漢山形_1953,6,1,28.57142857,4.761904762
高梁市有漢町有漢市場，新市場_1923,2,3,11.76470588,17.64705882
高梁市有漢町有漢上横見_1917,2,1,40,20
高梁市有漢町有漢上市_1901,0,1,0,4.166666667
高梁市有漢町有漢城下_1925,5,5,20.83333333,20.83333333
高梁市有漢町有漢信清_1954,6,2,35.29411765,11.76470588
高梁市有漢町有漢大谷_1897,5,5,20.83333333,20.83333333
高梁市有漢町有漢大塚_1859,0,2,0,33.33333333
高梁市有漢町有漢茶堂_1867,3,4,9.090909091,12.12121212
高梁市有漢町有漢中市_1913,0,2,0,20
高梁市有漢町有漢貞守_1916,6,1,42.85714286,7.142857143
高梁市有漢町有漢土居_1834,4,4,16,16
高梁市有漢町有漢八幡_1891,7,4,23.33333333,13.33333333
高梁市有漢町有漢鈴岳_1882,12,13,20,21.66666667
高梁市頼久寺町_2440,2,7,4.651162791,16.27906977
高梁市落合町阿部_2561,1,0,14.28571429,0
高梁市落合町阿部_2617,1,0,50,0
高梁市落合町阿部_2648,1,1,8.333333333,8.333333333
高梁市落合町阿部_2664,0,1,0,14.28571429
高梁市落合町阿部井谷_2560,25,25,7.987220447,7.987220447
高梁市落合町阿部才原_2619,7,4,10.29411765,5.882352941
高梁市落合町阿部市場_2589,18,13,8.333333333,6.018518519
高梁市落合町阿部小瀬_2651,6,4,9.836065574,6.557377049
高梁市落合町阿部中一_2659,2,2,2.173913043,2.173913043
高梁市落合町阿部中三_2627,9,17,3.409090909,6.439393939
高梁市落合町阿部中二_2618,13,6,11.40350877,5.263157895
高梁市落合町阿部藤倉_2631,7,4,12.06896552,6.896551724
高梁市落合町阿部北山_2575,22,12,15.27777778,8.333333333
高梁市落合町近似陰地下_2490,18,16,7.438016529,6.611570248
高梁市落合町近似陰地上_2493,5,5,13.15789474,13.15789474
高梁市落合町近似奥_2357,1,3,2.777777778,8.333333333
高梁市落合町近似下組_2539,1,5,3.703703704,18.51851852
高梁市落合町近似光ヶ丘_2611,0,2,0,18.18181818
高梁市落合町近似鍛冶屋町_2422,10,33,5.524861878,18.2320442
高梁市落合町近似日名_2399,9,7,8.737864078,6.796116505
高梁市落合町原田川西，原田_2383,4,4,28.57142857,28.57142857
高梁市落合町原田川中，川東_2323,5,3,22.72727273,13.63636364
高梁市落合町福地谷山_2390,4,2,36.36363636,18.18181818
高梁市落合町福地鍋坂，境谷_2472,4,4,14.28571429,14.28571429
高梁市落合町福地本村_2361,6,10,12.5,20.83333333
高梁市落合町福地野坂，難波江_2353,0,0,0,0
高梁市和田町１_2482,4,10,3.149606299,7.874015748
高梁市和田町２_2515,7,10,9.333333333,13.33333333
新見市井倉_1745,27,19,15.97633136,11.24260355
新見市下熊谷_1079,39,12,25.82781457,7.947019868
新見市金谷_1443,31,27,10.33333333,9
新見市高尾_1063,102,163,7.385952209,11.80304127
新見市坂本_813,23,3,36.50793651,4.761904762
新見市上熊谷_977,61,41,23.64341085,15.89147287
新見市上市_993,63,35,13.3192389,7.399577167
新見市新見_1353,130,229,8.233058898,14.50284991
新見市神郷下神代安信_1314,0,1,0,14.28571429
新見市神郷下神代下谷_1454,3,0,30,0
新見市神郷下神代岩屋_1317,5,2,31.25,12.5
新見市神郷下神代坂根西，坂根東_1433,11,1,55,5
新見市神郷下神代三信_1375,11,8,34.375,25
新見市神郷下神代小谷_1222,2,0,40,0
新見市神郷下神代新市下，新市中_1298,5,4,15.15151515,12.12121212
新見市神郷下神代新市上_1321,7,2,25,7.142857143
新見市神郷下神代谷安_1440,3,0,37.5,0
新見市神郷下神代湯舟_1265,6,3,33.33333333,16.66666667
新見市神郷下神代門前上，中，下_1312,11,6,28.94736842,15.78947368
新見市神郷下神代野田_1401,6,2,31.57894737,10.52631579
新見市神郷釜村奥谷_499,0,1,0,16.66666667
新見市神郷釜村押合_614,2,1,50,25
新見市神郷釜村下和忠_597,7,7,29.16666667,29.16666667
新見市神郷釜村佐角_528,1,1,12.5,12.5
新見市神郷釜村三ケ市_497,3,0,25,0
新見市神郷釜村三坂上，中，下_688,3,4,15.78947368,21.05263158
新見市神郷釜村上和忠_512,2,2,15.38461538,15.38461538
新見市神郷釜村大忠_557,5,1,45.45454545,9.090909091
新見市神郷釜村田口_564,2,3,16.66666667,25
新見市神郷釜村本村_685,2,2,13.33333333,13.33333333
新見市神郷高瀬下梅田_698,1,2,8.333333333,16.66666667
新見市神郷高瀬上梅田_638,3,2,16.66666667,11.11111111
新見市神郷高瀬上野新田，下野新田_575,3,3,20,20
新見市神郷高瀬大原_571,0,1,0,11.11111111
新見市神郷高瀬仲村_606,1,6,5.555555556,33.33333333
新見市神郷高瀬長久_632,2,1,13.33333333,6.666666667
新見市神郷高瀬木谷_551,2,3,14.28571429,21.42857143
新見市神郷高瀬野原_536,1,1,12.5,12.5
新見市神郷高瀬野原わし尾_549,3,5,25,41.66666667
新見市神郷高瀬柳原_650,2,0,66.66666667,0
新見市神郷油野奥田井屋_1089,5,2,41.66666667,16.66666667
新見市神郷油野下油野下，下油野中_904,5,4,20.83333333,16.66666667
新見市神郷油野下油野上ノ上，下油野上ノ_976,1,1,14.28571429,14.28571429
新見市神郷油野三室下_992,1,1,25,25
新見市神郷油野三室上_807,1,0,25,0
新見市神郷油野三室中_853,3,2,33.33333333,22.22222222
新見市神郷油野上油野上，上油野下_1018,7,7,30.43478261,30.43478261
新見市神郷油野大熊_1189,1,1,33.33333333,33.33333333
新見市神郷油野竹ノ下_1216,1,1,11.11111111,11.11111111
新見市神郷油野中田井屋_1146,3,1,42.85714286,14.28571429
新見市神郷油野備北開拓_1130,0,1,0,14.28571429
新見市神郷油野落合，重藤_967,0,3,0,37.5
新見市菅生_466,51,27,27.41935484,14.51612903
新見市正田_1530,54,42,11.18012422,8.695652174
新見市西方_1279,81,113,7.49306198,10.453284
新見市石蟹_1617,33,38,14.34782609,16.52173913
新見市千屋_461,6,10,12.24489796,20.40816327
新見市千屋井原_275,14,8,28.57142857,16.32653061
新見市千屋花見_248,10,17,13.15789474,22.36842105
新見市千屋実_377,27,32,20.93023256,24.80620155
新見市草間_1658,68,40,24.72727273,14.54545455
新見市足見_1661,28,17,29.78723404,18.08510638
新見市足立_810,4,18,7.843137255,35.29411765
新見市大佐永富横見，助近_653,14,8,16.86746988,9.638554217
新見市大佐永富郷尾，平_785,9,6,25.71428571,17.14285714
新見市大佐永富東町，上組，下組_618,16,10,24.61538462,15.38461538
新見市大佐永富南町の小坂部川以東_741,7,11,10.60606061,16.66666667
新見市大佐小阪部しの原，上千谷，下千谷_537,20,4,30.76923077,6.153846154
新見市大佐小阪部下町の小坂部川以西_729,7,6,20.58823529,17.64705882
新見市大佐小阪部寺地，三谷，西_625,17,12,26.15384615,18.46153846
新見市大佐小阪部上町，本町の旧県道以西_663,5,2,20.83333333,8.333333333
新見市大佐小阪部上町，本町の旧県道以東_665,6,4,25,16.66666667
新見市大佐小阪部神宮寺，金藤，奥谷_735,12,2,37.5,6.25
新見市大佐小阪部南町，大正町の旧県道以西_739,13,10,17.80821918,13.69863014
新見市大佐小阪部南町，大正町の旧県道以東_748,3,3,27.27272727,27.27272727
新見市大佐小南_831,12,2,30,5
新見市大佐上刑部_372,0,0,0,0
新見市大佐上刑部つづら畑_410,0,0,0,0
新見市大佐上刑部夏日，徳定，久清，実清_503,7,5,33.33333333,23.80952381
新見市大佐上刑部落合，定藤_459,6,0,25,0
新見市大佐大井野君山，伏谷_221,3,8,12,32
新見市大佐大井野上組，中組の小学校以北_358,6,4,22.22222222,14.81481481
新見市大佐大井野中組の小学校高以南，下組_360,3,0,37.5,0
新見市大佐田治部うるし原，馬場，京明_855,12,0,28.57142857,0
新見市大佐田治部勘定，畑，大下_1221,2,2,28.57142857,28.57142857
新見市大佐田治部戸谷，光吉，新田_972,11,6,23.91304348,13.04347826
新見市大佐田治部今石，田平のＪＲ以東_1003,6,3,19.35483871,9.677419355
新見市大佐田治部早瀬，仲屋_903,7,4,25.92592593,14.81481481
新見市大佐田治部田平_1045,1,0,33.33333333,0
新見市大佐田治部東山，平吹，尾原_1149,0,0,0,0
新見市大佐田治部目木，国司，田平のＪＲ_974,6,1,24,4
新見市大佐布瀬下布瀬_1151,11,3,35.48387097,9.677419355
新見市大佐布瀬河内，新殿_886,5,5,14.70588235,14.70588235
新見市大佐布瀬松坂，末永，宗貞_1105,6,6,20,20
新見市長屋_1675,35,14,29.66101695,11.86440678
新見市哲西町上神代干子，下モ地区，佐藤_1301,4,4,19.04761905,19.04761905
新見市哲西町上神代桑本，右原地区_1640,7,4,25,14.28571429
新見市哲西町上神代高石地区_1595,5,7,17.85714286,25
新見市哲西町上神代西江地区_1638,5,5,20,20
新見市哲西町上神代大茅，宮ノ屋，下馬，赤谷_1528,7,5,18.91891892,13.51351351
新見市哲西町上神代二ノ宮，市岡，上エ，旭，_1561,9,6,18.75,12.5
新見市哲西町上神代平古屋，日長谷地区_1398,8,3,33.33333333,12.5
新見市哲西町上神代矢神住吉地区，大和_1601,5,4,16.66666667,13.33333333
新見市哲西町大竹_1877,22,1,30.1369863,1.369863014
新見市哲西町大野部高野，川東，川南地区_1970,3,5,13.63636364,22.72727273
新見市哲西町大野部生木，野原地区_1874,10,6,33.33333333,20
新見市哲西町大野部川西地区_1939,3,3,18.75,18.75
新見市哲西町大野部本区，日ノ本，頼重，信藤_1910,10,8,19.23076923,15.38461538
新見市哲西町畑木四日市地区_1827,10,8,18.51851852,14.81481481
新見市哲西町畑木住吉地区_1857,13,7,27.08333333,14.58333333
新見市哲西町畑木東区，青谷地区_1789,10,9,17.85714286,16.07142857
新見市哲西町八鳥町，長原地区_1853,10,8,21.73913043,17.39130435
新見市哲西町八鳥伏谷地区_1844,6,7,12,14
新見市哲西町矢田井下，城山，天王，矢田谷_1781,8,10,16,20
新見市哲西町矢田貝田地区_1699,2,2,20,20
新見市哲西町矢田元町，浪方地区_1704,6,5,23.07692308,19.23076923
新見市哲西町矢田荒堀，土井下，倉木地区_1688,7,4,23.33333333,13.33333333
新見市哲西町矢田土井上，横田地区_1748,15,5,37.5,12.5
新見市哲西町矢田武内，馬場地区_1752,3,7,10,23.33333333
新見市哲西町矢田本町，奥，金比羅地区_1737,4,6,12.90322581,19.35483871
新見市哲多町荻尾_1826,8,8,18.60465116,18.60465116
新見市哲多町花木_1684,20,13,21.97802198,14.28571429
新見市哲多町蚊家_1833,15,13,20.27027027,17.56756757
新見市哲多町宮河内新行，小村谷_1565,29,12,38.15789474,15.78947368
新見市哲多町成松上成松，戸宮_1758,34,7,23.77622378,4.895104895
新見市哲多町大野_1525,4,2,19.04761905,9.523809524
新見市哲多町田淵引無_1669,10,10,21.73913043,21.73913043
新見市哲多町本郷城谷上，城谷下，_1729,49,19,21.77777778,8.444444444
新見市哲多町矢戸_1906,33,9,26.19047619,7.142857143
新見市哲多町老栄_1832,10,5,27.02702703,13.51351351
新見市土橋_1501,21,4,26.58227848,5.063291139
新見市唐松_1376,60,57,17.69911504,16.81415929
新見市馬塚_1011,10,1,25,2.5
新見市法曾_1851,23,26,17.69230769,20
新見市豊永宇山_1644,9,11,13.43283582,16.41791045
新見市豊永佐伏_1458,27,30,18.36734694,20.40816327
新見市豊永赤馬_1231,24,15,32.43243243,20.27027027
浅口市みどりケ丘１丁目_4810,11,4,6.875,2.5
浅口市みどりケ丘２丁目_4814,13,4,11.9266055,3.669724771
浅口市みどりケ丘３丁目_4828,18,6,13.43283582,4.47761194
浅口市みどりケ丘４丁目_4841,7,4,8.43373494,4.819277108
浅口市益坂_4674,7,8,17.94871795,20.51282051
